track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechiness;tempo;time_signature;valence
4M9A6PPX83JnECQY0FAS0w;0.974;0.492;0.0928;0.885;5;0.136;-22.414;1;0.0399;71.813;4;0.157
6GnQ9TEKUjqGnLqmTTpNS2;7.34e-06;0.371;0.859;0.438;11;0.0889;-9.678;0;0.0446;93.281;4;0.78
3uOGeotuAu16w7yCYlyfkF;0.0367;0.406;0.614;1.29e-05;9;0.0822;-4.045;1;0.0289;176.027;4;0.177
1XymXdDST6eFyZQmjrnIIo;0.00873;0.553;0.88;7.94e-06;0;0.0861;-6.108;1;0.0319;151.682;4;0.846
2JLmrYoHbm8pZ2IUh72gQe;0.897;0.276;0.978;0.76;8;0.936;-13.309;1;0.0923;70.365;4;0.0209
0Z3de7FMDYWrtsySzkYnHR;0.493;0.539;0.646;0.000564;7;0.16;-12.416;1;0.0664;133.289;4;0.921
3fBZqrXLFPLjeuyq1SHUl8;0.00324;0.261;0.979;0.784;9;0.284;-3.565;1;0.183;143.136;3;0.0782
6WU3vZu1qSoekBw3c3q7h9;0.979;0.409;0.159;2.24e-05;3;0.113;-13.828;1;0.035;141.789;4;0.423
5FAWPhYMEaEjPvrxdouHHo;0.00234;0.73;0.872;0.896;0;0.111;-11.109;0;0.0391;139.968;4;0.864
5ghjpa0domfr8w7brE5hy8;0.576;0.731;0.469;0.0;4;0.129;-7.376;1;0.0312;121.499;4;0.901
1DBnzSAsj541gaYVzMaS14;0.462;0.611;0.517;8.02e-06;7;0.0935;-12.042;1;0.0342;138.519;4;0.729
6QAMB6EaQ6z6H0ZaNlf0PD;0.963;0.221;0.142;0.883;1;0.093;-17.122;0;0.0356;60.237;5;0.037
50jXSvnlYQ6QH7Y3raEVX4;0.0015;0.453;0.835;0.0381;10;0.199;-12.41;0;0.0465;169.763;4;0.77
6I8YQTuP4Xv8io0I37QZBG;0.494;0.394;0.659;0.0;10;0.984;-11.043;1;0.114;168.327;4;0.64
4AjpyV4xFC6Xolxcx64GMl;0.79;0.802;0.426;0.859;3;0.077;-7.124;1;0.0449;121.545;4;0.574
3JK55bMTmPg7wdmzXULNVq;0.000869;0.514;0.967;0.329;3;0.247;-5.511;0;0.138;107.507;3;0.299
00Jk0pSoXt92IT9yYNaFqt;0.0218;0.569;0.559;0.241;1;0.215;-8.459;1;0.0283;125.089;4;0.201
4LXoWVwkXR7o1OzhRsDbWm;0.209;0.646;0.465;0.0;9;0.0955;-7.41;1;0.0351;84.045;4;0.505
4zwT8bKkhxfU6drR2lfHPz;0.112;0.749;0.532;0.000213;7;0.12;-11.273;1;0.0753;100.243;4;0.755
6WrnSlcN0dzTO80mVVbBto;0.0724;0.412;0.944;0.000493;0;0.801;-2.896;1;0.0448;123.091;4;0.79
5l72Av74DlDutMisUibCQ1;0.759;0.588;0.551;0.0;0;0.395;-11.159;1;0.0332;124.805;4;0.895
5hvFKeA18gH5deXEWtJo1L;0.229;0.714;0.614;2.95e-05;5;0.0493;-9.004;1;0.0738;81.49;4;0.791
6LforLjr1MnJSXXpDQArND;0.725;0.378;0.186;0.0;11;0.217;-16.27;1;0.0286;106.903;3;0.205
4drQU8GcZNL0l8AUesvaB4;0.0319;0.492;0.514;0.0588;5;0.134;-8.844;1;0.0658;121.409;4;0.796
0OtbVcvufF1DGOwVYrpBCT;0.00014;0.287;0.997;0.00496;5;0.363;-1.56;0;0.295;157.255;4;0.301
0sSv4q3OczGHEm17njotIb;0.549;0.67;0.758;0.0;5;0.0684;-7.41;0;0.21;132.467;4;0.72
43aaNJeKgsajGWHV4KUXV4;0.979;0.679;0.385;0.00676;0;0.236;-8.492;1;0.542;105.696;4;0.841
0dYcfwrkmGAgw9DftlNVYN;0.335;0.582;0.701;0.00354;6;0.771;-12.049;0;0.0645;107.433;4;0.889
6RbaDvDlBJDlXJh4yY2tpo;0.98;0.218;0.118;0.118;2;0.335;-25.636;0;0.0552;63.139;3;0.264
5dVgjc4SS4U35bqF0LILz0;0.99;0.716;0.131;6.03e-05;8;0.131;-12.592;1;0.132;122.474;4;0.475
6ECp64rv50XVz93WvxXMGF;0.0525;0.712;0.862;0.0;5;0.093;-4.612;0;0.0378;95.051;4;0.809
2XEDvwzY9TymhYPqi2y0GL;0.198;0.8;0.667;0.0;11;0.368;-7.888;0;0.335;104.044;4;0.709
7xoQ5LFlLam4MXkFx4hzUE;0.843;0.677;0.338;3.5e-06;1;0.103;-10.209;1;0.0367;75.974;4;0.624
2FQVa38PhKUNgLa6LSLtdO;0.455;0.343;0.424;4.38e-05;7;0.0827;-11.167;1;0.0327;184.305;4;0.387
14MGudWjebNgHXqYPYLH4t;0.318;0.435;0.519;0.0136;0;0.273;-10.936;1;0.0764;101.73;3;0.67
6bDrVrtJ3hpH3YH6Gf1aaU;0.00638;0.479;0.56;0.505;4;0.166;-10.221;0;0.0391;105.712;4;0.0678
6ls5ulRydoPE7oWGPGBqFA;0.307;0.633;0.529;0.0;5;0.342;-7.85;0;0.0339;90.08;4;0.578
0CdtZIMjAHAuwW29yj4fgp;0.0282;0.77;0.517;0.0;4;0.354;-8.645;1;0.26;99.965;4;0.834
6QdXijr7ZHhFh8dRrzfC9T;0.46;0.335;0.256;0.885;8;0.165;-16.486;1;0.125;159.26;4;0.0353
6gfHUKKBLqslWD1dvfOqIa;0.00457;0.742;0.349;0.199;5;0.115;-12.561;1;0.0593;127.994;4;0.802
2XMdemTHGMY7mZUTTggjtm;0.868;0.207;0.154;0.805;9;0.168;-19.301;0;0.0476;64.126;4;0.124
47H5TT27nv7vNGvAb8NmBO;0.704;0.479;0.414;0.746;6;0.132;-11.002;0;0.126;207.772;3;0.875
05zMBBrA6nfNKgIHr39Qag;0.00066;0.369;0.853;7.21e-05;1;0.0556;-9.671;1;0.0423;144.645;4;0.619
2Up6DtT9CRmKtyNAfb5yRU;0.99;0.407;0.0573;0.904;9;0.0931;-27.413;1;0.0597;132.727;4;0.196
5PeNUiHFZJ3GHajrPtSM2A;0.00553;0.619;0.79;2.15e-05;3;0.119;-5.252;1;0.0283;116.46;4;0.578
1zs2X0ytogQL9UzyUwzjPI;0.00153;0.644;0.725;0.00143;11;0.0513;-11.162;0;0.0568;135.392;4;0.851
0QzgNN7OFNG31XYREvdaoq;0.0174;0.852;0.809;0.915;11;0.246;-3.586;0;0.32;82.503;4;0.701
1s2bPX4MqRp2VLumQvoxoo;0.885;0.572;0.406;0.0;4;0.97;-10.069;0;0.196;129.443;4;0.688
2Koo3wnCdy8BvWWak6eTQ7;0.688;0.553;0.29;1.01e-06;1;0.117;-9.328;1;0.0345;168.597;4;0.34
6Ou5cSpCll88bpkv0GgpfC;0.627;0.77;0.573;0.226;2;0.116;-8.626;0;0.0384;148.359;4;0.709
4tnF5EOkOVdCgmfFn8IcgS;0.361;0.717;0.525;0.0;4;0.13;-11.243;0;0.551;122.285;5;0.838
58gjJAthsStlkYJS05dET9;0.00177;0.46;0.756;3.53e-06;7;0.0931;-5.474;1;0.0339;89.048;4;0.441
4WWUSzyxCUengfmWvKCdhR;0.0137;0.402;0.994;0.0163;8;0.399;-4.436;1;0.132;122.223;4;0.268
5RHpHiqkRLizC5ri7loB93;0.964;0.328;0.333;0.849;9;0.111;-12.524;0;0.0441;132.465;4;0.144
4lWoOawz2nWjMViJ6EohFv;0.784;0.699;0.252;3.83e-05;4;0.0853;-14.63;1;0.0714;184.739;4;0.793
6mPJvjjx7pcfZuI57Dh95o;0.000145;0.249;0.965;8.41e-05;2;0.303;-3.783;1;0.076;161.561;4;0.514
65HNKWmK0mDzBqIaJg08V3;0.193;0.721;0.492;0.887;0;0.0895;-13.891;1;0.0491;90.148;4;0.152
6c7K35cI1ouFScxCSqMpww;0.000614;0.245;0.883;9.21e-05;9;0.0383;-9.033;1;0.0617;187.004;4;0.665
0fjyVSdqMrYRfKUldxd1T1;0.985;0.441;0.0246;0.836;2;0.0962;-29.842;1;0.0879;72.365;4;0.106
1VOwHRtpnTeH0nv27lPdCP;0.00047;0.517;0.847;0.423;2;0.253;-9.572;0;0.0386;132.042;4;0.704
4LbORCdCXrsyqIQZGZgRL7;0.828;0.594;0.405;0.0;8;0.106;-10.326;0;0.0429;100.81;4;0.742
7CZq8FwlrwFaMdsXV7sfCs;0.867;0.645;0.542;0.0;9;0.272;-11.957;1;0.0451;103.475;4;0.793
3QxKpdTB8ZSFn8MGeCCpsQ;0.0454;0.348;0.848;0.0;6;0.143;-4.674;0;0.0396;162.189;3;0.486
2nCMkTfSIjCSN7OjdQK1AC;0.641;0.453;0.446;0.0;6;0.106;-10.185;0;0.0326;70.612;3;0.48
4jApXc8tYKm8oELqhr2uSZ;0.673;0.645;0.544;0.0;6;0.175;-6.151;1;0.0324;83.992;4;0.474
2adyvQY1cjFhLGn4ljimkj;1.52e-05;0.175;0.778;0.0205;7;0.347;-6.293;1;0.0341;148.829;4;0.154
7rq9S06eY3LAhIXSQh9d7l;0.0702;0.361;0.402;0.699;4;0.0576;-14.165;0;0.0416;149.29;4;0.337
16a2K7jydCfS6h9kHQInIb;0.000382;0.734;0.451;0.657;8;0.0696;-15.064;1;0.0894;149.966;4;0.04
4niRvzP0UmPhsvqaNrpwNV;0.000112;0.398;0.986;1.75e-06;8;0.925;-3.113;1;0.334;198.105;4;0.44
4CvLSlEfxlfdbAFzLwZwRH;0.954;0.48;0.136;0.908;2;0.119;-24.682;1;0.0481;118.6;4;0.119
5oIyv4FZARSRrbKIEBs9Em;0.861;0.342;0.283;2.47e-05;11;0.107;-11.262;1;0.0307;89.548;3;0.166
3ujYTKy483hRgIpaosFFGh;0.00717;0.672;0.643;2.58e-05;10;0.173;-8.456;0;0.352;94.357;4;0.418
66JMDGuT654yaXKLab60BW;0.724;0.473;0.223;2.13e-05;4;0.202;-14.014;1;0.0376;129.283;4;0.306
1xUc7lu9KIkUO9oidiVcfN;0.697;0.339;0.681;0.211;4;0.151;-6.252;1;0.0536;130.893;4;0.449
5Ih4olDKTXWuqiwo4ajMrt;0.0576;0.521;0.925;0.0;4;0.154;-6.239;1;0.0407;154.155;4;0.729
05bIKDN4R26x4JwknoibFn;0.00108;0.591;0.798;5.55e-05;4;0.174;-6.007;1;0.0426;113.863;4;0.553
6edzy3LuhpgGVx34XJVUMc;0.559;0.384;0.71;0.85;0;0.873;-5.115;1;0.0321;101.575;4;0.21
1YX5j0QltzN1Y9eNK9VeIi;0.502;0.409;0.343;7.98e-06;9;0.131;-14.229;1;0.0308;132.246;4;0.639
7sI7HsgaSVWQjj7Ifru5C2;0.000237;0.886;0.5;0.931;8;0.0548;-6.854;0;0.0512;92.001;4;0.548
0k8VZj3qUiBIujV9jtQROh;0.0733;0.842;0.776;0.0;1;0.0589;-6.91;0;0.0607;99.975;4;0.651
2XEQPV5430wfXGLj4JHyDe;0.123;0.741;0.492;1.61e-06;2;0.186;-7.427;0;0.045;120.006;4;0.466
1jWWF3PfQZrwf8lTFRi1SM;0.000295;0.79;0.849;0.821;10;0.054;-8.969;0;0.0627;129.917;4;0.961
4e8snroJBgHmDCuheZUjMP;0.53;0.571;0.613;2.4e-06;9;0.252;-9.725;1;0.0375;171.526;4;0.596
4BeSCHb2eau0NtegsOrAac;0.834;0.174;0.243;0.986;1;0.394;-41.226;1;0.052;82.849;3;0.0212
0jDEpjnD4fosk2K3C7suEw;0.756;0.179;0.0811;0.879;7;0.118;-20.246;1;0.0418;110.35;4;0.0361
1yhAwdRaBcFvgZnbLERWoc;0.000883;0.252;0.943;2.31e-06;11;0.351;-4.612;0;0.0487;203.768;4;0.786
7rbaNqbDNolXzu8268iZjh;0.0924;0.521;0.699;0.0;11;0.14;-13.228;0;0.0416;174.331;4;0.796
5MAY7XyW322jMwLDtBQgsZ;0.334;0.716;0.308;0.0;5;0.215;-12.629;1;0.925;128.412;3;0.83
74NtKdZvxIPgZCWMSWPQjd;0.168;0.752;0.48;0.0;9;0.0416;-8.466;1;0.0514;76.81;4;0.841
1dKIArpfqrYAXnYTBLjQmC;0.995;0.203;0.0902;0.907;3;0.11;-18.816;1;0.0456;96.271;3;0.0877
60hDmBDZ6h8D0Vaw8xvATw;0.751;0.554;0.405;3.19e-06;8;0.0754;-11.004;1;0.0336;137.518;4;0.757
5obDyjduHxCzBR5WftPI2Z;0.492;0.518;0.536;0.818;5;0.0798;-16.848;1;0.03;95.029;4;0.602
70eG6Bo4kffGCXfqhaXIdj;0.76;0.512;0.537;0.954;2;0.0982;-7.198;1;0.107;114.378;4;0.86
730q5VwyabgCKDONwUX7Lt;0.000983;0.542;0.915;0.00211;1;0.0716;-4.457;1;0.0959;95.138;4;0.845
48y0tsb2i5MaJLUHgvu9Fo;0.805;0.396;0.494;0.816;8;0.264;-13.137;1;0.0406;115.62;4;0.717
7jKcSV79E2L323hp46ZvIn;0.0769;0.853;0.614;2.37e-06;0;0.0253;-8.036;1;0.0557;109.722;4;0.903
3ef9dy6BDmZ3JSmL51jSCo;0.692;0.75;0.867;0.0;0;0.0725;-3.451;1;0.0613;103.939;4;0.957
5Re8AyLirdL9F5VeLI8JzN;0.0058;0.495;0.824;0.0;7;0.219;-3.474;0;0.0357;138.988;4;0.469
4U4VGfKkw4T6PJASBvUUmk;0.644;0.64;0.737;0.913;10;0.24;-12.511;1;0.076;137.175;4;0.979
7fYkE2lTQK0V4Z7swCAU0t;0.000594;0.837;0.512;0.805;7;0.0988;-14.153;1;0.0906;120.023;4;0.562
1cvFCxPdNYYcjf1NS5yRb7;0.14;0.848;0.695;0.0;10;0.113;-6.412;1;0.127;125.028;4;0.733
37sGFYke6U66ZDfRlqfCst;0.109;0.838;0.421;0.0;7;0.175;-17.054;1;0.334;93.901;4;0.728
2Z8V0pBvhyegxkJzSwKUvy;0.476;0.509;0.725;0.0153;7;0.215;-12.115;1;0.11;165.892;4;0.754
3WmEYyTxU6qpcWRmLzN6FQ;0.716;0.612;0.297;0.0;5;0.147;-14.394;0;0.31;171.971;4;0.329
5u4ux8qOKS4fZiCoA0LcG9;0.343;0.616;0.639;3.86e-06;0;0.232;-8.124;1;0.0638;151.772;4;0.914
0TxdJZm3BPPBPFxbuAwgcj;0.205;0.761;0.437;0.00173;1;0.0982;-10.337;1;0.202;76.065;4;0.628
6PRsUWgruP2o4lqnD27ms5;0.00023;0.238;0.927;9.26e-06;4;0.106;-4.793;0;0.0643;142.694;4;0.602
6YvwmSC273etp4vkB5EjmM;0.14;0.721;0.764;4.34e-05;1;0.0409;-7.868;1;0.248;90.8;4;0.532
55CcWEpA9HGtGcJj84GH9x;0.513;0.821;0.4;0.22;0;0.0942;-13.627;1;0.0585;134.731;4;0.427
21ZZHU8oXEaMPAv2WEREpX;0.209;0.892;0.752;0.0;6;0.07;-7.008;1;0.298;97.009;4;0.612
3ggBwTlPOo4ZEsKYlA1pMg;0.106;0.679;0.682;0.00165;0;0.129;-10.748;1;0.0357;120.732;3;0.649
3LtfBsDWe77W2iEisRIhoQ;0.0048;0.716;0.695;9.19e-06;11;0.108;-9.248;0;0.0397;90.369;4;0.808
6VKP0AVCvpRwe1gpjvrWfb;0.179;0.683;0.734;0.000441;10;0.295;-7.087;0;0.255;92.13;4;0.782
5qCBF55bKIgnPKM9hQoKoy;0.67;0.62;0.381;0.23;8;0.119;-10.974;1;0.0519;100.407;4;0.793
77Zeu3PTityTQAewMOUOiI;0.742;0.757;0.127;0.0;1;0.613;-19.685;1;0.895;119.32;4;0.212
71EVFQO2umcIfdxE8DquYy;0.117;0.581;0.8;3.32e-05;0;0.045;-7.397;0;0.0344;96.1;4;0.415
16HBty6PGhvk6dFfg40YVA;0.802;0.134;0.233;0.923;0;0.0948;-20.796;1;0.0416;61.572;3;0.0777
03C88yH7XJiRfNHcDLapCU;7.88e-06;0.285;0.766;0.0121;1;0.148;-5.885;1;0.0509;127.902;4;0.272
5R8dQOPq8haW94K7mgERlO;0.118;0.851;0.806;1.64e-06;4;0.121;-4.62;1;0.0787;118.999;4;0.787
5xYRLZcH2o3ZANOaSBRjOg;0.166;0.925;0.421;2.52e-05;1;0.308;-13.187;1;0.0608;99.081;4;0.611
5nwUL1GY3yR28m0gJVBh5j;0.424;0.69;0.652;0.0;7;0.12;-5.422;1;0.0423;135.059;4;0.456
5LnhmSOyicOnLIiYC1aFi1;0.0448;0.37;0.697;0.0648;7;0.161;-6.642;0;0.0345;94.997;3;0.138
670yyrDDstk8C5TBJKCJ4G;0.000312;0.644;0.867;0.105;5;0.0372;-7.749;0;0.0332;132.995;4;0.298
5ngyxTY4eRhWIJLZR65WQq;0.394;0.545;0.789;1.19e-05;5;0.12;-5.938;1;0.0648;133.592;4;0.939
0Whwa5R0mtufr6Nb0dN6fm;0.026;0.452;0.537;0.153;2;0.072;-7.931;1;0.09;201.895;4;0.935
7e5cpvsDOHfYjWqmeqGukt;0.663;0.798;0.462;0.0;10;0.227;-5.06;0;0.563;46.843;4;0.669
7FpVyI3eP5NgpVXLCEpioy;0.983;0.205;0.082;0.891;7;0.147;-19.806;1;0.0325;177.19;3;0.0757
4MGPmAnLvNKhx2cuLIX0g6;0.439;0.689;0.963;0.0789;1;0.0468;-2.388;1;0.0425;116.581;4;0.926
7Gvc2vEeJyLgIHdvuibPwY;0.965;0.269;0.169;0.876;8;0.112;-15.746;1;0.0368;158.971;4;0.28
7p1xeslpepPmzlge3TJTd9;0.0217;0.644;0.93;0.943;7;0.0764;-13.835;1;0.0441;125.002;4;0.482
6OavoTzi3ViZmfZeKWkWRe;0.000789;0.435;0.896;4.94e-05;9;0.332;-12.395;1;0.0388;174.767;4;0.69
2JODFbz3paxM36I0qEl53W;0.205;0.824;0.931;0.0;9;0.303;-4.912;0;0.0523;115.942;4;0.816
75Z0eUV4aK6JFWjdTWcJtR;0.608;0.635;0.646;0.973;2;0.277;-9.243;1;0.0492;123.008;4;0.975
6fpkdMbodsaNHS2PZ7QLTe;0.00563;0.704;0.729;3.76e-06;2;0.123;-4.601;1;0.146;140.052;4;0.526
2aEo5sPcclxVbA2vXFBi9M;0.2;0.814;0.407;0.00253;9;0.159;-13.455;1;0.0536;130.355;4;0.906
3mBtSSfIq0vGWH0IIXDSK0;0.0216;0.744;0.375;3.15e-06;1;0.0647;-10.518;1;0.0654;83.49;4;0.587
3DttG4WV245Y6GRBTQIEGn;0.0115;0.697;0.911;0.00343;4;0.0924;-6.631;0;0.0461;129.982;4;0.826
15xM8lACDFEaAzOyFaxFAj;0.709;0.158;0.148;0.853;2;0.152;-17.967;1;0.0368;77.353;4;0.0363
1XAelbOOfyk3ElKwF3sSsA;0.052;0.255;0.75;0.0;8;0.0886;-7.101;1;0.0531;199.89;3;0.54
0epqSDWtndHaoHTZeSHCcM;0.252;0.58;0.588;0.605;2;0.157;-9.635;1;0.0274;134.548;4;0.664
3ENfJQnOXxZ68p0ttFevvF;0.000453;0.44;0.933;0.0;0;0.0964;-3.13;1;0.0455;87.468;4;0.349
6EbgtDjvtcYAc52HIMqISF;0.986;0.541;0.06;0.908;3;0.152;-19.233;1;0.0424;70.491;4;0.0748
2Zr87XD5AeRko0ab9NIp79;0.00935;0.385;0.723;0.0244;7;0.11;-6.205;0;0.0402;145.038;4;0.191
2pAe4UD1r1A9JXoZafJrqr;0.0388;0.652;0.571;2.84e-05;0;0.0616;-11.834;1;0.0354;79.352;4;0.669
0JgSu3bRnQC8cGGILDj49a;0.749;0.621;0.292;0.0;1;0.305;-19.278;1;0.155;132.666;3;0.939
0DwXdPTeGYDYYOWtCuZVs8;0.0484;0.64;0.653;5.11e-05;6;0.22;-10.349;0;0.0872;174.005;4;0.548
0LkvMWl5u8zu1vqsGCH6jG;0.941;0.358;0.285;0.893;9;0.121;-12.739;0;0.0381;148.86;4;0.321
3oTbgFn0K0kNO0hlWj2m8e;0.368;0.705;0.156;0.0;2;0.0834;-22.018;0;0.0537;109.809;4;0.813
406WVaVU5Z01kBNgXQNYZT;0.000254;0.255;0.97;0.00107;2;0.128;-3.8;1;0.182;149.794;4;0.41
3Y8EA5yDfI8k1p93V2u8QJ;2.35e-05;0.445;0.974;0.784;9;0.131;-5.506;1;0.095;128.809;4;0.5
6MFONr9RvW48ucbK9u3lNQ;0.382;0.367;0.743;0.0;2;0.897;-7.608;1;0.0808;181.335;4;0.893
2d1j54RCraKVOJV9Md3kgU;0.477;0.645;0.647;0.000292;2;0.132;-6.893;1;0.0974;78.521;4;0.947
32UfxEmgIw6sJF1ogCMgtk;0.00683;0.572;0.477;9.7e-06;9;0.946;-15.154;1;0.0266;100.395;4;0.671
1mdW8YdCF9PdM8t1HMOGGb;0.479;0.688;0.772;0.0;2;0.106;-6.58;1;0.242;90.042;4;0.921
4bIGLPSrtp7Lj5xS4eqfkK;0.306;0.534;0.372;7.81e-06;11;0.154;-9.47;1;0.0269;129.995;4;0.288
3TCpsMZMpfprDU9xvHAiTX;0.00303;0.308;0.981;0.046;0;0.0931;-6.887;1;0.127;94.738;4;0.191
76cMRr7SKNMcWvxVJxSBq6;0.551;0.354;0.442;2.94e-06;7;0.289;-9.781;1;0.0282;67.748;4;0.593
1dDq5HgN8m3jRYTWsch7UR;0.0174;0.145;0.854;7.73e-05;7;0.112;-6.101;1;0.109;66.198;4;0.139
3uBZ6nXhlHSMgPLmJV1FRM;0.566;0.636;0.135;0.0;0;0.0972;-18.586;0;0.283;70.566;4;0.965
4d4QN1gUswaQP8ZhPgjeP8;0.0861;0.654;0.328;0.23;11;0.101;-17.567;0;0.0621;188.911;4;0.82
0dUje2X8jqTvZxjTH1FFZD;0.799;0.523;0.214;0.958;9;0.117;-17.292;0;0.0337;124.389;4;0.348
0xGrCkQcLYTGayPRJAF0Tb;0.25;0.35;0.444;0.938;0;0.386;-12.504;0;0.0441;129.296;4;0.404
3ilYdRwg3iu6EXRaC7QMLB;0.148;0.54;0.903;0.00065;9;0.0879;-6.745;0;0.0491;156.98;4;0.383
7EC5RB8EDJOWXcYlk9HLwr;0.417;0.778;0.595;0.0;7;0.0615;-8.627;1;0.0286;104.009;4;0.774
0itxIT8eTnWmVD50cbJ76h;0.892;0.732;0.379;8.5e-05;1;0.265;-11.918;1;0.0515;143.14;4;0.844
5ou2nZT8UQJn1nuiUxAyjs;0.0281;0.529;0.616;2.15e-05;5;0.0796;-9.903;0;0.0511;151.991;4;0.736
6NLwg7Fp1LQU4ySjBz8t77;0.303;0.707;0.503;0.0456;9;0.0837;-4.701;1;0.105;172.97;4;0.711
0M4G8bLXP5HEfZPG5WDKUm;0.0568;0.716;0.871;0.0258;2;0.104;-8.416;1;0.0597;124.636;4;0.821
0g2PLHZu27xcNLi7IlhBo9;0.719;0.606;0.405;0.0;2;0.0812;-10.499;1;0.0306;123.797;4;0.483
3Cn9pfHoq3VxadxnqVZ8DJ;0.961;0.428;0.444;0.408;7;0.141;-11.679;1;0.0529;82.358;4;0.412
38KTv1NFle4KYWxTvKi4g4;0.153;0.454;0.808;0.0;5;0.288;-4.164;1;0.0453;168.077;4;0.811
4sG8iUfRXa1CNvj89LCIcj;0.89;0.642;0.0952;0.0;0;0.0716;-15.644;1;0.0509;135.672;4;0.488
6sAXEkB81B1BHx2FI5hVtV;0.473;0.355;0.104;0.905;0;0.114;-17.629;0;0.0387;99.929;4;0.0546
6DYOlkW6MXKjYMRhR8PY2M;0.000989;0.274;0.86;0.0491;11;0.0984;-6.022;1;0.0486;91.817;4;0.422
6r5h0r1Iz24fGe3bH8S285;0.0167;0.571;0.873;0.0;8;0.123;-4.004;1;0.533;116.463;5;0.937
760xFXFj5Fksa3jawSCn5g;0.0289;0.624;0.991;0.0107;1;0.0477;-3.467;0;0.135;95.472;4;0.535
7f15p8f2NK4h7TMV7wpZnK;0.00532;0.794;0.916;0.865;4;0.16;-10.214;0;0.0529;127.004;4;0.578
4fndsnYJqp8lkMIWTpIQ8S;7.77e-06;0.332;0.906;0.755;7;0.241;-4.431;1;0.0364;106.341;5;0.579
07otyyWLfTeINeDL1nbgwI;0.0145;0.801;0.872;0.0;7;0.572;-4.371;1;0.22;136.048;4;0.712
6TNvnzzKj6gHG1RYzBsVoE;0.00481;0.148;0.954;0.933;9;0.0824;-4.902;1;0.269;137.579;4;0.0324
4AUZ21byFNv9Cd8316QSLi;0.557;0.693;0.61;0.0;5;0.244;-7.256;1;0.0466;117.964;4;0.962
5j5UwS3b8jqrmQBbshHhsH;0.0385;0.456;0.593;1.05e-06;7;0.856;-9.458;1;0.0393;94.619;4;0.77
01k7y1skqsbAi9GAjMsNPj;0.13;0.649;0.916;0.865;1;0.18;-9.625;1;0.0362;133.537;4;0.802
3nVcrYknYHe2z8DXfWa0OG;0.298;0.779;0.945;8.53e-05;2;0.0965;-3.887;0;0.042;124.033;4;0.793
0ZaLDwRfpQSdX4Q4IngwW4;0.585;0.627;0.487;9.92e-05;0;0.211;-9.671;1;0.0293;120.028;4;0.647
0sSRoOt6auRbN5PXVY3VsZ;0.00556;0.486;0.89;0.446;7;0.0302;-11.242;1;0.0756;97.32;4;0.584
78f3JI5Q2JZLpQXcdtjKFf;0.956;0.0685;0.0312;0.91;0;0.0863;-36.087;1;0.0442;74.476;4;0.0342
3m1trI5wvkTXfJVf2e4TkK;0.622;0.674;0.507;0.0;7;0.089;-8.53;1;0.0345;117.049;4;0.898
1bL1ticRoSrD6aXuL5eh35;0.113;0.377;0.867;0.0;4;0.208;-3.609;0;0.0324;131.501;4;0.676
698pEpEPWv3wNn3SivdtEE;0.107;0.683;0.691;0.000887;7;0.367;-9.677;1;0.0616;87.626;4;0.903
2DlYJ5MGLpDGzYhF76LXtI;0.153;0.581;0.308;0.0;5;0.139;-14.774;0;0.189;136.477;4;0.762
0jQv6VDGw0F3NnMIKfjoJw;0.993;0.522;0.142;0.907;0;0.0905;-21.388;0;0.063;82.833;4;0.73
0bKs1y9PTFBddM9qj0JGvb;9.03e-05;0.303;0.969;0.844;8;0.417;-2.466;1;0.162;109.384;5;0.163
0E2m5zbIjKlydjgvUvCf4c;0.725;0.268;0.238;7.69e-05;8;0.952;-14.55;0;0.0496;72.344;4;0.13
1ivW2dMacQpwAoc9olT6UJ;0.0377;0.741;0.764;2.59e-06;2;0.0927;-5.94;1;0.0301;102.008;4;0.771
5fRs6YkEsAL26jxXzxU0Y5;0.0164;0.716;0.741;0.000302;7;0.303;-6.537;1;0.0345;101.238;4;0.777
6u3zQ6woOFXR05ZOuMRi7o;0.324;0.558;0.797;0.00189;9;0.103;-7.323;0;0.111;175.5;4;0.599
6ONZBKiYMyyD9QIJuqxSrK;0.00242;0.44;0.547;0.000588;7;0.186;-14.827;1;0.0302;87.137;4;0.361
5jo2R02Y1kBo033B5bGj0S;0.276;0.766;0.685;0.0;0;0.145;-12.009;1;0.0339;130.427;4;0.89
31Eufgi5LxlOuFKmAbbveP;0.00563;0.799;0.792;0.829;7;0.0749;-7.762;1;0.0556;128.012;4;0.466
3J6xiXkZ4aOnDeLzHe3DYP;0.687;0.606;0.438;4.99e-05;6;0.0931;-8.855;1;0.0273;125.989;4;0.327
5eJB8rRXgr8qcTjjVjlcCu;0.97;0.272;0.33;0.000719;4;0.178;-13.979;1;0.0345;85.003;3;0.499
5BPKonvtgSRewMAMlolnHD;0.0571;0.617;0.663;0.0;2;0.289;-8.022;1;0.0257;117.995;4;0.371
0amzgkPlf0cqQOt466CQt0;0.124;0.751;0.739;0.0;7;0.318;-5.81;1;0.344;89.426;4;0.702
640qq2vE5mFC6VkIQ0uVQ1;0.0525;0.601;0.714;0.87;10;0.409;-11.089;0;0.0446;93.096;4;0.331
2FTcfqt60GRpL2FoXqbXHL;0.992;0.331;0.0154;0.901;0;0.131;-25.353;0;0.0444;66.16;4;0.382
5kiJ9WhE3DNepMpXWP5N6i;0.805;0.529;0.271;0.0;9;0.346;-13.642;1;0.0298;92.687;4;0.781
